post,normalized claim
"🔴🔴🔴 BURKINA FASO 🇧🇫 

 Ce jour 06/06/2021 sur l'axe Sebba-Dori : La totalité des passagers d'un mini-car exécutés au total 47 personnes tuées.

 L'autre journal d'hier et d'aujourd'hui 🔴🔴🔴 BURKINA FASO 🇧🇫 

 Ce jour 06/06/2021 sur l'axe Sebba-Dori : La totalité des passagers d'un mini-car exécutés au total 47 personnes tuées.

 L'autre journal d'hier et d'aujourd'hui 🔴🔴🔴 BURKINA FASO 🇧🇫 

 Ce jour 06/06/2021 sur l'axe Sebba-Dori : La totalité des passagers d'un mini-car exécutés au total 47 personnes tuées.

 L'autre journal d'hier et d'aujourd'hui None",Un bus avec 47 passagers attaqué par des djihadistes au Burkina Faso
"Le portugais ANTONIO GUTERRES actuel Secrétaire Général de L' ONU, à propos du Président LAURENT GBAGBO:

"" J'AI UNE GRANDE ADMIRATION POUR CE MONSIEUR. ON A FINI PAR DÉCOUVRIR EN LUI UN HOMME DE PAIX. SON PAYS A BESOIN DE LUI. TOUTE L'AFRIQUE A BESOIN DE LUI.""

Tu es d'accord avec lui, viens pointer... Le portugais ANTONIO GUTERRES actuel Secrétaire Général de L' ONU, à propos du Président LAURENT GBAGBO:

"" J'AI UNE GRANDE ADMIRATION POUR CE MONSIEUR. ON A FINI PAR DÉCOUVRIR EN LUI UN HOMME DE PAIX. SON PAYS A BESOIN DE LUI. TOUTE L'AFRIQUE A BESOIN DE LUI.""

Tu es d'accord avec lui, viens pointer... Le portugais ANTONIO GUTERRES actuel Secrétaire Général de L' ONU, à propos du Président LAURENT GBAGBO:

"" J'AI UNE GRANDE ADMIRATION POUR CE MONSIEUR. ON A FINI PAR DÉCOUVRIR EN LUI UN HOMME DE PAIX. SON PAYS A BESOIN DE LUI. TOUTE L'AFRIQUE A BESOIN DE LUI.""

Tu es d'accord avec lui, viens pointer... None",Ces propos sur Laurent Gbagbo ont été tenus par le Secrétaire général de l'ONU Antonio Guterres
"S'en servirait on encore ? S'en servirait on encore ? S'en servirait on encore ? ATTESTATION
DE DÉPLACEMENT DÉROGATOIRE
En application du senatus-consulte uu 29 octobre 1805
prescrivant les mesures générales nécessaires pour faire face à l'épidéraie de
peste-19 dans le cadre de l'état d'urgence sanitaire de l'Empire Français.
je soussigné(e):
Mme/M:
Né(e) le:
Demeurant:
Certifie que mon déplacement est lié au motif suivant (cocher la case) autorisé
par le décret de l'Empereur des Français Napoléon ler:
ODéplacement entre le campement et le champs de bataille pour vaincre avec
gloire une quelconque puissance Européenne à annexer.
ODéplacement pour effectuer des achats de première nécessité auprès des
cantinières (oignon, vin, gnôle)
Consultation auprès d'un médecin pour cause de typhus et/ou de la gangrèn
Ou opération urgente d'un chirurgien de la Grande Armée pour une amputation.
Déplacement pour motif familial impérieux (complot politique, coup d'état).
Convocation judiciaire pour se rendre aux Gens d'Armes et être conduit à la
guillotine ou au cachot.
ODéplacement outre-mer pour récupérer le trône de France.
ODéplacement pour acheminer des renforts et secourir l'Empereur.
Fait à:
Signature et date:
IMPRIMERIE DE NEURCHI DE NAPOLÉON BONAPARTE
ANDREA PAYN","Cette attestation date de 215 ans, sous Naopléon"
"#Fun 
Blaise Compaoré en traitement au Maroc. La France lui aurait réfusé le visa...ET VOILÀ LA FIN QUI VOUS ATTEND !!!
Regardez à quoi il ressemble maintenant. 
CONTINUONS SEULEMENT.

✅S'abonner pour d'autres nouvelles de l'Afrique #Fun 
Blaise Compaoré en traitement au Maroc. La France lui aurait réfusé le visa...ET VOILÀ LA FIN QUI VOUS ATTEND !!!
Regardez à quoi il ressemble maintenant. 
CONTINUONS SEULEMENT.

✅S'abonner pour d'autres nouvelles de l'Afrique #Fun 
Blaise Compaoré en traitement au Maroc. La France lui aurait réfusé le visa...ET VOILÀ LA FIN QUI VOUS ATTEND !!!
Regardez à quoi il ressemble maintenant. 
CONTINUONS SEULEMENT.

✅S'abonner pour d'autres nouvelles de l'Afrique None",Blaise Compaoré a été évacué en urgence au Maroc pour des raisons de santé
"DIFFUSER LA CONNAISSANCE !! 

Piqûre de guêpes : à retenir et communiquer à vos proches...!!!!

Bon à savoir !

Tous ceux qui travaillent dans leurs parterres de fleurs, tondent et arrosent la pelouse ou sortent la poubelle et cuisinent à l'extérieur outout autre chose en plein air, ont besoin de savoir cela : gardez une pièce de 5 ou 2 centimes dans votre poche.

Il y a quelques semaines, j'ai été piqué par une abeille lorsque je travaillais dans le jardin. Mon bras a enflé, je suis allé chez le médecin. La clinique m'a donné de la crème et un antihistaminique.

 Le lendemain, le gonflement de mon bras augmentait progressivement, alors je suis allé chez mon médecin habituel. Le bras a été infecté et avait besoin d'un antibiotique.

Le médecin m'a dit : - ""La prochaine fois que vous vous ferez piquer,mettez une pièce de 5 ou 2 centimes sur la piqûre pendant 15 minutes"".

Plus tard, ma nièce a été piqué par deux abeilles. J'ai regardé la morsure et elle avait déjà commencé à enfler.

Alors, j'ai mis une pièce sur son bras pendant 15 minutes. Le lendemain matin, il n'y avait aucun signe de piqûre. Nous avons décidé qu'elle n'était tout simplement pas allergique à la piqûre.

Je me suis fait piquer à nouveau en faisant du jardinage , à deux reprises par un frelon sur ma main gauche.

 J'ai pensé, me voilà à nouveau chez le médecin pour une autre consultation. J'ai mis immédiatement une pièce sur mes piqûres, puis attendu pendant 15 minutes. Le lendemain matin, je ne pouvais plus voir l'endroit où le frelon m'avait piqué. Aucune rougeur, pas de gonflement.

Si vous voulez partager cette information pour le cas où vous rencontrerez le même problème. Vous aurez besoin de garder en stock des pièces de monnaie à portée de la main.

Le médecin a dit que le cuivre dans les pièces neutralise les méfaits de la piqûre.

Ça fonctionne vraiment !
S'il vous plaît se le rappeler et transmettre cette information à vos amis, enfants, petits-enfants DIFFUSER LA CONNAISSANCE !! 

Piqûre de guêpes : à retenir et communiquer à vos proches...!!!!

Bon à savoir !

Tous ceux qui travaillent dans leurs parterres de fleurs, tondent et arrosent la pelouse ou sortent la poubelle et cuisinent à l'extérieur outout autre chose en plein air, ont besoin de savoir cela : gardez une pièce de 5 ou 2 centimes dans votre poche.

Il y a quelques semaines, j'ai été piqué par une abeille lorsque je travaillais dans le jardin. Mon bras a enflé, je suis allé chez le médecin. La clinique m'a donné de la crème et un antihistaminique.

 Le lendemain, le gonflement de mon bras augmentait progressivement, alors je suis allé chez mon médecin habituel. Le bras a été infecté et avait besoin d'un antibiotique.

Le médecin m'a dit : - ""La prochaine fois que vous vous ferez piquer,mettez une pièce de 5 ou 2 centimes sur la piqûre pendant 15 minutes"".

Plus tard, ma nièce a été piqué par deux abeilles. J'ai regardé la morsure et elle avait déjà commencé à enfler.

Alors, j'ai mis une pièce sur son bras pendant 15 minutes. Le lendemain matin, il n'y avait aucun signe de piqûre. Nous avons décidé qu'elle n'était tout simplement pas allergique à la piqûre.

Je me suis fait piquer à nouveau en faisant du jardinage , à deux reprises par un frelon sur ma main gauche.

 J'ai pensé, me voilà à nouveau chez le médecin pour une autre consultation. J'ai mis immédiatement une pièce sur mes piqûres, puis attendu pendant 15 minutes. Le lendemain matin, je ne pouvais plus voir l'endroit où le frelon m'avait piqué. Aucune rougeur, pas de gonflement.

Si vous voulez partager cette information pour le cas où vous rencontrerez le même problème. Vous aurez besoin de garder en stock des pièces de monnaie à portée de la main.

Le médecin a dit que le cuivre dans les pièces neutralise les méfaits de la piqûre.

Ça fonctionne vraiment !
S'il vous plaît se le rappeler et transmettre cette information à vos amis, enfants, petits-enfants DIFFUSER LA CONNAISSANCE !! 

Piqûre de guêpes : à retenir et communiquer à vos proches...!!!!

Bon à savoir !

Tous ceux qui travaillent dans leurs parterres de fleurs, tondent et arrosent la pelouse ou sortent la poubelle et cuisinent à l'extérieur outout autre chose en plein air, ont besoin de savoir cela : gardez une pièce de 5 ou 2 centimes dans votre poche.

Il y a quelques semaines, j'ai été piqué par une abeille lorsque je travaillais dans le jardin. Mon bras a enflé, je suis allé chez le médecin. La clinique m'a donné de la crème et un antihistaminique.

 Le lendemain, le gonflement de mon bras augmentait progressivement, alors je suis allé chez mon médecin habituel. Le bras a été infecté et avait besoin d'un antibiotique.

Le médecin m'a dit : - ""La prochaine fois que vous vous ferez piquer,mettez une pièce de 5 ou 2 centimes sur la piqûre pendant 15 minutes"".

Plus tard, ma nièce a été piqué par deux abeilles. J'ai regardé la morsure et elle avait déjà commencé à enfler.

Alors, j'ai mis une pièce sur son bras pendant 15 minutes. Le lendemain matin, il n'y avait aucun signe de piqûre. Nous avons décidé qu'elle n'était tout simplement pas allergique à la piqûre.

Je me suis fait piquer à nouveau en faisant du jardinage , à deux reprises par un frelon sur ma main gauche.

 J'ai pensé, me voilà à nouveau chez le médecin pour une autre consultation. J'ai mis immédiatement une pièce sur mes piqûres, puis attendu pendant 15 minutes. Le lendemain matin, je ne pouvais plus voir l'endroit où le frelon m'avait piqué. Aucune rougeur, pas de gonflement.

Si vous voulez partager cette information pour le cas où vous rencontrerez le même problème. Vous aurez besoin de garder en stock des pièces de monnaie à portée de la main.

Le médecin a dit que le cuivre dans les pièces neutralise les méfaits de la piqûre.

Ça fonctionne vraiment !
S'il vous plaît se le rappeler et transmettre cette information à vos amis, enfants, petits-enfants None",Le cuivre est efficace pour soulager les piqûres d'abeilles
"Alors bravo à l
Espagne qui a choisi
de fermer les
grandes surfaces et
laisser les petits
commerces ouverts",L'Espagne ferme ses grandes surfaces
"JAMAIS L'ESCLAVAGE
N'EST AUSSI BIEN RÉUSSI QUE
QUAND L'ESCLAVE EST PERSUADÉ
QUE C'EST POUR SON BIEN.
Aristote",D'après Aristote jamais l'esclavage n'est aussi bien réussi que quand l'esclave est persuadé que c'est pour son bien.
"🔴 bienvenue en 2021 🔴 bienvenue en 2021 🔴 bienvenue en 2021 MAIS,
JE N'AI JAMAIS
FUMÉ !
DÉSOLÉ,
VOUS AVEZ UN CANCER
DU POUMON
MAIS, VOUS AVEZ PORTÉ UN
MASQUE PLEIN DE FORMALDEHYDE ET
AUTRES COV, 9 HEURES PAS JOUR,
PENDANT 1 AN ;(",Le port du masque de manière prolongée peut provoquer un cancer du poumon
Le réchauffement climatique ... une carte rouge pour faire peur... Bouh !!  🤪😂😂😂😂 Le réchauffement climatique ... une carte rouge pour faire peur... Bouh !!  🤪😂😂😂😂 Le réchauffement climatique ... une carte rouge pour faire peur... Bouh !!  🤪😂😂😂😂 None,Ce visuel montre la manipulation du public via les cartes météo de France2
"Voilà les amis, il y'a des lois qui existent et ça pour tout le monde , et vous êtes en droit de refuser le vaccin , l'état veut le rendre obligatoire , mais cela est strictement interdit , et cela est une atteinte a nos libertés. Voiçi le rappel de la loi a propos de l'obligation vaccinale  ! Voilà les amis, il y'a des lois qui existent et ça pour tout le monde , et vous êtes en droit de refuser le vaccin , l'état veut le rendre obligatoire , mais cela est strictement interdit , et cela est une atteinte a nos libertés. Voiçi le rappel de la loi a propos de l'obligation vaccinale  ! Voilà les amis, il y'a des lois qui existent et ça pour tout le monde , et vous êtes en droit de refuser le vaccin , l'état veut le rendre obligatoire , mais cela est strictement interdit , et cela est une atteinte a nos libertés. Voiçi le rappel de la loi a propos de l'obligation vaccinale  ! Orange Fill ME
10
Rappels de la loi -
à propos de l'obligation vaccinale
164 % 22:53
- L'obligation vaccinale est contraire à la Déclaration universelle des
droits de l'Homme : (article 3) « Tout individu a droit à la vie, à la
liberté et à la sûreté de sa personne. » Le 9 juillet 2002, la Cour
européenne des droits de l'Homme a précisé que la vaccination
obligatoire, en tant que traitement médical non volontaire, constituait
une ingérence dans le droit au respect de la vie privée et familiale
garanti par l'article 8 de la Convention européenne.
- L'obligation vaccinale est contredite par le Code civil: (article 94653
du 29 juillet 1994) selon le principe du respect de l'intégrité du corps
humain »>.
:
- L'obligation vaccinale est en contradiction avec le Code de la santé
publique (article R4127-36) « Le consentement de la personne
examinée ou soignée doit être recherché dans tous les cas. Lorsque le
malade, en état d'exprimer sa volonté, refuse les investigations ou le
traitement proposés, le médecin doit respecter ce refus après avoir
informé le malade de ses conséquences. »
- Toute obligation vaccinale est contraire aux arrêts de la Cour du 25
février et du 10 octobre 1997, qui expliquent que « les praticiens
doivent être en mesure de prouver qu'ils ont fourni au patient une
information loyale, claire, appropriée et exhaustive, au moins sur les
risques majeurs, et la plus complète possible sur les risques plus légers.
Cette information a pour but de permettre au patient de refuser la
vaccination proposée en estimant que les risques sont supérieurs aux
bénéfices escomptés »>.
- Toute obligation est annulée d'offiice par la loi du 4 mars 2002 (loi
Kouchner), article 11: « Aucun acte médical ni aucun traitement ne
peut être pratiqué sans le consentement libre et éclairé de la personne
et ce consentement peut être retiré à tout moment. >>
- Enfin, l'obligation vaccinale ne peut pas remettre en cause la
scolarisation des enfants car, depuis la loi Jules-Ferry du 28 mars 1882,
l'instruction est obligatoire pour tous les enfants et l'école doit les
accueillir, qu'ils soient vaccinés ou non.
Joelle Thomas allat
IL Y A 1 HEURE
208
J'aime
Richard Desalon
40 commentaires
Partager",Le principe de la vaccination obligatoire est illégal en France
"Pédophilisation de la culture:
Les dominants voulaient abaisser le seuil d’âge de non-consentement sexuelle à 13 ans! 
A votre avis pourquoi ?
Qui considère qu'à partir de cet âge, 
un enfant est apte à donner son consentement éclairé? 

Puisqu'il a été unanimement soutenue en commission, ce projet de loi déposé par la sénatrice Anick Billon devrait être examiné et adopté ce 21 Janvier au Sénat.  Cette loi va priver de nombreux mineurs de la protection qui leur est due.
L'association Innocence en danger, demande également à ce que la barre soit mise à 15 ans.

Motif de la proposition de loi, soit disant pour mieux « protéger les mineurs ».
Source: http://www.senat.fr/dossier-legislatif/ppl20-158.html?fbclid=IwAR3SLWNmXDui5D-EWndrzWCZeASN4oeXqMBBrald-d-Pl_YbLPYOqPvBTfM

Le Monde Publie le 13 Janvier 2021 - Violences sexuelles a enfant
Source: https://www.lemonde.fr/blog/jprosen/category/pedophiles/?fbclid=IwAR2ZHTqb8j3Z5ibQyf9pc13zNUlcHH-VaCpiHr_376LXW31mF0qB-of36FA

Premier témoignage télévisé d'une victime d'inceste, Eva Thomas - 1986 
Source: https://fb.watch/3bcX4uH05K/

Docu sur la réalité du trafic international de photos, de vidéos, d'enfants et de bébé abusés, torturés, violés, et assassinés. 
Source: https://youtu.be/0lRLztD1SEs

PDF expliquant la nouvelle loi
Source: http://www.senat.fr/lessentiel/ppl20-158_1.pdf?fbclid=IwAR2JPfYRtzUfa9bB9Uq6CdwiNYm8pE-pImt88UM8kCSslssar9oYfG2D-kA

Groupe pour dénoncer les contenus à tendances pédophile
Source:https://www.facebook.com/groups/1308437769361535/about

English reports on 'sexual consent' law for minors in France
Source: https://youtu.be/zw4t-eo-VtQ

Des médias de vérification Soi-disant  ""indépendants"" à Agence France Presse affirment que cette publication pourrait induire des personnes en erreur car les informations présenté manqueraient de contexte . . .  
ils ne peuvent pas réfuter la Pédophilisation de la culture
Pour endormir et rassurer les Mougeons ils ont ajouté un avertissement à la publication mais sans la contredire. 
La collaboration de Facebook avec des médias de vérification supposément indépendants, pour arrêter la propagation d'informations présumé fausses  fait partie de la guerre psychologique mené sur les peuples du monde.
Source: https://fr.wikipedia.org/wiki/Guerre_de_l%27information Pédophilisation de la culture:
Les dominants voulaient abaisser le seuil d’âge de non-consentement sexuelle à 13 ans! 
A votre avis pourquoi ?
Qui considère qu'à partir de cet âge, 
un enfant est apte à donner son consentement éclairé? 

Puisqu'il a été unanimement soutenue en commission, ce projet de loi déposé par la sénatrice Anick Billon devrait être examiné et adopté ce 21 Janvier au Sénat.  Cette loi va priver de nombreux mineurs de la protection qui leur est due.
L'association Innocence en danger, demande également à ce que la barre soit mise à 15 ans.

Motif de la proposition de loi, soit disant pour mieux « protéger les mineurs ».
Source: http://www.senat.fr/dossier-legislatif/ppl20-158.html?fbclid=IwAR3SLWNmXDui5D-EWndrzWCZeASN4oeXqMBBrald-d-Pl_YbLPYOqPvBTfM

Le Monde Publie le 13 Janvier 2021 - Violences sexuelles a enfant
Source: https://www.lemonde.fr/blog/jprosen/category/pedophiles/?fbclid=IwAR2ZHTqb8j3Z5ibQyf9pc13zNUlcHH-VaCpiHr_376LXW31mF0qB-of36FA

Premier témoignage télévisé d'une victime d'inceste, Eva Thomas - 1986 
Source: https://fb.watch/3bcX4uH05K/

Docu sur la réalité du trafic international de photos, de vidéos, d'enfants et de bébé abusés, torturés, violés, et assassinés. 
Source: https://youtu.be/0lRLztD1SEs

PDF expliquant la nouvelle loi
Source: http://www.senat.fr/lessentiel/ppl20-158_1.pdf?fbclid=IwAR2JPfYRtzUfa9bB9Uq6CdwiNYm8pE-pImt88UM8kCSslssar9oYfG2D-kA

Groupe pour dénoncer les contenus à tendances pédophile
Source:https://www.facebook.com/groups/1308437769361535/about

English reports on 'sexual consent' law for minors in France
Source: https://youtu.be/zw4t-eo-VtQ

Des médias de vérification Soi-disant  ""indépendants"" à Agence France Presse affirment que cette publication pourrait induire des personnes en erreur car les informations présenté manqueraient de contexte . . .  
ils ne peuvent pas réfuter la Pédophilisation de la culture
Pour endormir et rassurer les Mougeons ils ont ajouté un avertissement à la publication mais sans la contredire. 
La collaboration de Facebook avec des médias de vérification supposément indépendants, pour arrêter la propagation d'informations présumé fausses  fait partie de la guerre psychologique mené sur les peuples du monde.
Source: https://fr.wikipedia.org/wiki/Guerre_de_l%27information Pédophilisation de la culture:
Les dominants voulaient abaisser le seuil d’âge de non-consentement sexuelle à 13 ans! 
A votre avis pourquoi ?
Qui considère qu'à partir de cet âge, 
un enfant est apte à donner son consentement éclairé? 

Puisqu'il a été unanimement soutenue en commission, ce projet de loi déposé par la sénatrice Anick Billon devrait être examiné et adopté ce 21 Janvier au Sénat.  Cette loi va priver de nombreux mineurs de la protection qui leur est due.
L'association Innocence en danger, demande également à ce que la barre soit mise à 15 ans.

Motif de la proposition de loi, soit disant pour mieux « protéger les mineurs ».
Source: http://www.senat.fr/dossier-legislatif/ppl20-158.html?fbclid=IwAR3SLWNmXDui5D-EWndrzWCZeASN4oeXqMBBrald-d-Pl_YbLPYOqPvBTfM

Le Monde Publie le 13 Janvier 2021 - Violences sexuelles a enfant
Source: https://www.lemonde.fr/blog/jprosen/category/pedophiles/?fbclid=IwAR2ZHTqb8j3Z5ibQyf9pc13zNUlcHH-VaCpiHr_376LXW31mF0qB-of36FA

Premier témoignage télévisé d'une victime d'inceste, Eva Thomas - 1986 
Source: https://fb.watch/3bcX4uH05K/

Docu sur la réalité du trafic international de photos, de vidéos, d'enfants et de bébé abusés, torturés, violés, et assassinés. 
Source: https://youtu.be/0lRLztD1SEs

PDF expliquant la nouvelle loi
Source: http://www.senat.fr/lessentiel/ppl20-158_1.pdf?fbclid=IwAR2JPfYRtzUfa9bB9Uq6CdwiNYm8pE-pImt88UM8kCSslssar9oYfG2D-kA

Groupe pour dénoncer les contenus à tendances pédophile
Source:https://www.facebook.com/groups/1308437769361535/about

English reports on 'sexual consent' law for minors in France
Source: https://youtu.be/zw4t-eo-VtQ

Des médias de vérification Soi-disant  ""indépendants"" à Agence France Presse affirment que cette publication pourrait induire des personnes en erreur car les informations présenté manqueraient de contexte . . .  
ils ne peuvent pas réfuter la Pédophilisation de la culture
Pour endormir et rassurer les Mougeons ils ont ajouté un avertissement à la publication mais sans la contredire. 
La collaboration de Facebook avec des médias de vérification supposément indépendants, pour arrêter la propagation d'informations présumé fausses  fait partie de la guerre psychologique mené sur les peuples du monde.
Source: https://fr.wikipedia.org/wiki/Guerre_de_l%27information None",Le Sénat fait passer la majorité sexuelle à 13 ans
"En Inde, Des milliers de faux dieux sont jetés dans les rues. Les indiens ne se sentent plus protégés par ces soit disant dieux. En Inde, Des milliers de faux dieux sont jetés dans les rues. Les indiens ne se sentent plus protégés par ces soit disant dieux. En Inde, Des milliers de faux dieux sont jetés dans les rues. Les indiens ne se sentent plus protégés par ces soit disant dieux. None",Des statues de dieux jetées en Inde car ces divinités ne protègent pas du coronavirus
"Franchement avec les camerounais francophones sa ne vaut pas la peine. Car depuis que ces familles pleurent leurs enfants tuer à kumba ,personne du côté francophone ne lève le doigt pour leurs accompagnés  jusqu'aux moment où les tout petits enfants et amis de l'établissement s'en chargent eux mêmes de porté le cercueil de leurs camarades décédés  vraiment honte à vous tous. Vous savez seulement allez dans les bar et snack pour boire la bière et manger le poisson braisé avec le piment  puis coucher les petites filles de 13ans  à  17ans   voilà votre quotidien hein. Bandes des lâches que vous êtes ok.  J'ai dit hohaa. Que vous les camerounais du côté francophone vous êtes tous que des nullards. Du moment où vous ne sortez pas pour demandé où est passé paul biya  vraiment  je ne vous crois plus un instant. Mais sachez aussi que le roi moïse avaient dit que la mane ne tombera pas du ciel. En bon entendeur m'écoute.  Kumba repose en paix rip 😭😭😭😭😭😭 Franchement avec les camerounais francophones sa ne vaut pas la peine. Car depuis que ces familles pleurent leurs enfants tuer à kumba ,personne du côté francophone ne lève le doigt pour leurs accompagnés  jusqu'aux moment où les tout petits enfants et amis de l'établissement s'en chargent eux mêmes de porté le cercueil de leurs camarades décédés  vraiment honte à vous tous. Vous savez seulement allez dans les bar et snack pour boire la bière et manger le poisson braisé avec le piment  puis coucher les petites filles de 13ans  à  17ans   voilà votre quotidien hein. Bandes des lâches que vous êtes ok.  J'ai dit hohaa. Que vous les camerounais du côté francophone vous êtes tous que des nullards. Du moment où vous ne sortez pas pour demandé où est passé paul biya  vraiment  je ne vous crois plus un instant. Mais sachez aussi que le roi moïse avaient dit que la mane ne tombera pas du ciel. En bon entendeur m'écoute.  Kumba repose en paix rip 😭😭😭😭😭😭 Franchement avec les camerounais francophones sa ne vaut pas la peine. Car depuis que ces familles pleurent leurs enfants tuer à kumba ,personne du côté francophone ne lève le doigt pour leurs accompagnés  jusqu'aux moment où les tout petits enfants et amis de l'établissement s'en chargent eux mêmes de porté le cercueil de leurs camarades décédés  vraiment honte à vous tous. Vous savez seulement allez dans les bar et snack pour boire la bière et manger le poisson braisé avec le piment  puis coucher les petites filles de 13ans  à  17ans   voilà votre quotidien hein. Bandes des lâches que vous êtes ok.  J'ai dit hohaa. Que vous les camerounais du côté francophone vous êtes tous que des nullards. Du moment où vous ne sortez pas pour demandé où est passé paul biya  vraiment  je ne vous crois plus un instant. Mais sachez aussi que le roi moïse avaient dit que la mane ne tombera pas du ciel. En bon entendeur m'écoute.  Kumba repose en paix rip 😭😭😭😭😭😭 None",Des images de l'enterrement d'une victime du massacre de Kumba au Cameroun
"Vu sur le net

Ce que tu as fais à nôtre vieux président KABORÉ ici au Burkina Faso,  c'est ça le petit arabe là t'a rembourser MACRON. Vu sur le net

Ce que tu as fais à nôtre vieux président KABORÉ ici au Burkina Faso,  c'est ça le petit arabe là t'a rembourser MACRON. Vu sur le net

Ce que tu as fais à nôtre vieux président KABORÉ ici au Burkina Faso,  c'est ça le petit arabe là t'a rembourser MACRON. None",Cette photo montre une gifle donnée par le président français Emmanuel Macron au président burkinabè Roch Kaboré
Comment peut-on donner des résultats à 20h alors que moi j'ai participé au dépouillement dans ma ville et que j'ai terminé à 20h40??? Et il été loin d'être en tête...qui a une explication ??? Comment peut-on donner des résultats à 20h alors que moi j'ai participé au dépouillement dans ma ville et que j'ai terminé à 20h40??? Et il été loin d'être en tête...qui a une explication ??? Comment peut-on donner des résultats à 20h alors que moi j'ai participé au dépouillement dans ma ville et que j'ai terminé à 20h40??? Et il été loin d'être en tête...qui a une explication ??? None,Les bulletins dépouillés après 20h ne sont pas comptabilisés
"Florent ibenge accuse les autorités camerounaises de s'impliquer dans l'affaire Corona Virus des léopards .
Florent ibenge : Cette histoire de Corona Virus des léopards est une affaire montée en toute pièce par la fédération camerounaise pour nous déstabiliser, comment expliquer que nous avons déjà 15 cas de Corona Virus, tout cela s'explique sur le fait que le Cameroun a peur de nous affrontés étant donné que nous si nous sortons premier nous allons les affrontés en quart de finale voilà pourquoi ils nous détectent,.mais cela n'aura aucun impact parce que nous sommes une nation bénie de Dieu, je me sens en forme et je ne présente aucun symptôme de la maladie c'est ainsi que je demande à la fecofa d'intervenir pour mettre fin à cette histoire.
Je veux que ce message soit partagé. Florent ibenge accuse les autorités camerounaises de s'impliquer dans l'affaire Corona Virus des léopards .
Florent ibenge : Cette histoire de Corona Virus des léopards est une affaire montée en toute pièce par la fédération camerounaise pour nous déstabiliser, comment expliquer que nous avons déjà 15 cas de Corona Virus, tout cela s'explique sur le fait que le Cameroun a peur de nous affrontés étant donné que nous si nous sortons premier nous allons les affrontés en quart de finale voilà pourquoi ils nous détectent,.mais cela n'aura aucun impact parce que nous sommes une nation bénie de Dieu, je me sens en forme et je ne présente aucun symptôme de la maladie c'est ainsi que je demande à la fecofa d'intervenir pour mettre fin à cette histoire.
Je veux que ce message soit partagé. Florent ibenge accuse les autorités camerounaises de s'impliquer dans l'affaire Corona Virus des léopards .
Florent ibenge : Cette histoire de Corona Virus des léopards est une affaire montée en toute pièce par la fédération camerounaise pour nous déstabiliser, comment expliquer que nous avons déjà 15 cas de Corona Virus, tout cela s'explique sur le fait que le Cameroun a peur de nous affrontés étant donné que nous si nous sortons premier nous allons les affrontés en quart de finale voilà pourquoi ils nous détectent,.mais cela n'aura aucun impact parce que nous sommes une nation bénie de Dieu, je me sens en forme et je ne présente aucun symptôme de la maladie c'est ainsi que je demande à la fecofa d'intervenir pour mettre fin à cette histoire.
Je veux que ce message soit partagé. None",Florent Ibenge accuse les autorisés camerounaises d'avoir falsifié les résultats des tests Covid des joueurs de l'équipe de football de la RDC
"Le 22 septembre, le vieux cimetière juif Žaliakalnis de Kaunas, dans le centre-sud de la Lituanie, a été profané, selon un rapport publié sur le site internet de la communauté juive de Kaunas. Le site Web note qu'Aira Sesartyte, une résidente de Kaunas, a pris des photos de soldats allemands profanant des sépultures juives et qu'un char de l'armée allemande a traversé les pierres tombales. [ 357 more words ] https://infos-israel.news/%f0%9f%94%b4-un-char-allemand-es…/ Le 22 septembre, le vieux cimetière juif Žaliakalnis de Kaunas, dans le centre-sud de la Lituanie, a été profané, selon un rapport publié sur le site internet de la communauté juive de Kaunas. Le site Web note qu'Aira Sesartyte, une résidente de Kaunas, a pris des photos de soldats allemands profanant des sépultures juives et qu'un char de l'armée allemande a traversé les pierres tombales. [ 357 more words ] https://infos-israel.news/%f0%9f%94%b4-un-char-allemand-es…/ Le 22 septembre, le vieux cimetière juif Žaliakalnis de Kaunas, dans le centre-sud de la Lituanie, a été profané, selon un rapport publié sur le site internet de la communauté juive de Kaunas. Le site Web note qu'Aira Sesartyte, une résidente de Kaunas, a pris des photos de soldats allemands profanant des sépultures juives et qu'un char de l'armée allemande a traversé les pierres tombales. [ 357 more words ] https://infos-israel.news/%f0%9f%94%b4-un-char-allemand-es…/ None",Un tank a écrasé des tombes dans un cimetière juif en Lituanie
"🔥🔴🇮🇳 en Inde, Les villageois virent les équipes de vaccinations à coups de batons après avoir compris certaines choses..... 🔥🔴🇮🇳 en Inde, Les villageois virent les équipes de vaccinations à coups de batons après avoir compris certaines choses..... 🔥🔴🇮🇳 en Inde, Les villageois virent les équipes de vaccinations à coups de batons après avoir compris certaines choses..... None","Des villageois indiens chassant une équipe de vaccination à ""coups de bâtons"""
"La France se lève unie, pacifique, et déterminée à défendre les libertés individuelles et collectives  ... La France se lève unie, pacifique, et déterminée à défendre les libertés individuelles et collectives  ... La France se lève unie, pacifique, et déterminée à défendre les libertés individuelles et collectives  ... None",Une photo d'un rassemblement à Paris le 17 juillet contre le pass sanitaire
"Une fille solitaire pleurant parmi les tombes fraîches de ses proches qui ont été tués hier à (Krenik) au Darfour,
 Soudan Une fille solitaire pleurant parmi les tombes fraîches de ses proches qui ont été tués hier à (Krenik) au Darfour,
 Soudan Une fille solitaire pleurant parmi les tombes fraîches de ses proches qui ont été tués hier à (Krenik) au Darfour,
 Soudan None",Cette photo montre une enfant victime de la guerre au Soudan
