post,normalized claim
ਕੇਜਰੀਵਾਲ ਕਾਲੇ ਕਾਨੂੰਨਾਂ ਦੇ ਫਾਇਦੇ ਦੱਸ ਰਿਹਾ ਗੌਰ ਕਰੋ..!!!,ਕੇਜਰੀਵਾਲ ਕਾਲੇ ਕਾਨੂੰਨਾਂ ਦੇ ਫਾਇਦੇ ਦੱਸ ਰਿਹਾ ਗੌਰ ਕਰੋ..!!!
"Jitna hosake share karoFolded handsFolded handsFolded hands and get these bitches arrested!! Dadar, mumbai. Guys Look how these women are abusing the kidAngry face get them arrested asap!! Folded hands #share #stopchildabuse Cross markNo entry sign #dadar #mumbai #childabuse #childviolencemuststop",ਬੱਚੇ ਦੀ ਪਿਟਾਈ ਦਾ ਇਹ ਵੀਡੀਓ ਮੁੰਬਈ ਦਾ
यह गाय प्रतिदिन करीब 100 लीटर दूध देती है। यह पुंगनुर गाय है। केवल इसी गाय के दूध से ही तिरुपति भगवान का अभिषेक होता है। इसको देखना बहुत ही शुभ माना गया है।,यह गाय प्रतिदिन करीब 100 लीटर दूध देती है
ये दिल्ली के हालात है। लाशें इतनी ज्यादा है कि पांच-पांच दिन संस्कार नहीं हो पा रहा। अकेले लोकनायक हॉस्पिटल मे 106 बॉडी पड़ी है। 80 मोर्चरी रेक मे और 26 जमीन पर।,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਇੱਕ ਹਸਪਤਾਲ ਦੇ ਵਾਰਡ ਦਾ ਵੀਡੀਓ ਵਾਇਰਲ ਹੋ ਰਿਹਾ ਹੈ, ਜਿਸਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਇਹ ਦਿੱਲੀ ਦੇ ਲੋਕਨਾਇਕ ਜੈਪ੍ਰਕਾਸ਼ ਨਰਾਇਣ ਹਸਪਤਾਲ ਦਾ ਹੈ।"
ਕ੍ਰੈਡਿਟ ਲੈਣ ਦੀ ਇੰਨੀ ਕਾਹਲੀ ਹੈ ਕਿ ਖਿਡਾਰੀ ਨੂੰ ਅਜਿਹੇ ਟਵੀਟ ਕਰਨੇ ਪੈ ਰਹੇ ਹਨ। ਬੇਸ਼ਰਮ ਸੱਤਾ।,ਨੀਰਜ ਚੋਪੜਾ ਦਾ ਟਵੀਟ
"BREKING NEWS, ਪੰਜਾਬ ਸਰਕਾਰ ਨੇ ਰਾਤ 12 ਵਜੇ ਤੋਂ ਪੈਟਰੋਲ 4 ਰੁਪਏ ਤੇ ਡੀਜ਼ਲ 5 ਰੁ. ਲੀਟਰ ਸਸਤਾ ਮਿਲੇਗਾ, ਸਰਕਾਰ ਨੇ ਵੈਟ ‘ਚ ਕੀਤੀ ਕਟੌਤੀ","ਪੰਜਾਬ ਸਰਕਾਰ ਨੇ ਰਾਤ 12 ਵਜੇ ਤੋਂ ਪੈਟਰੋਲ 4 ਰੁਪਏ ਤੇ ਡੀਜ਼ਲ 5 ਰੁ. ਲੀਟਰ ਸਸਤਾ ਮਿਲੇਗਾ, ਸਰਕਾਰ ਨੇ ਵੈਟ ‘ਚ ਕੀਤੀ ਕਟੌਤੀ"
Engald Star Moeen Ali reacted on blasphemous remarks made by ‎#nupursharma Well done ‎#MoeenAli every Muslim should follow this & ‎#BoycottIndianProducts,"ਮੋਇਨ ਅਲੀ ਨੇ ਕੀਤਾ ਟਵੀਟ , ਭਾਰਤ ਨੇ ਮੁਆਫੀ ਨਹੀਂ ਮੰਗੀ ਤਾਂ ਭਾਰਤ ਵਿੱਚ ਨਹੀਂ ਖੇਡਣਗੇ ਮੈਚ।"
ਵਿਕਾਸ ਦੇ ਨਵੇਂ ਸੌਪਾਨ ਤੈਅ ਕਰਦੇ ਹੋਏ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਦੇ ਸਰਕਾਰ।,ਵਿਕਾਸ ਦੇ ਨਵੇਂ ਸੌਪਾਨ ਤੈਅ ਕਰਦੇ ਹੋਏ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਦੇ ਸਰਕਾਰ।
"ਇਟਲੀ ਦੇ ਸਭ ਤੋਂ ਅਮੀਰ ਲੋਕਾਂ ਨੇ ਦੌਲਤ ਨੂੰ ਸੜਕ ‘ਤੇ ਸੁੱਟ ਦਿੱਤਾ ਅਤੇ ਕਿਹਾ, “ਇਹ ਸਾਡੇ ਮਾੜੇ ਸਮੇਂ ਵਿੱਚ ਕੰਮ ਨਹੀਂ ਆਇਆ, ਅਸੀਂ ਆਪਣੇ ਅਜ਼ੀਜ਼ਾਂ ਨੂੰ ਨਹੀਂ ਬਚਾ ਸਕਦੇ, ਅਸੀਂ ਆਪਣੇ ਬੱਚਿਆਂ ਨੂੰ ਨਹੀਂ ਬਚਾ ਸਕਦੇ, ਇਸ ਦੌਲਤ ਦੀ ਵਰਤੋਂ ਕੀ ਹੈ? ਉਨ੍ਹਾਂ ਲਈ ਇਕ ਸਬਕ ਹੈ ਜੋ ਮਨੁੱਖਤਾ ਨਾਲੋਂ ਪੈਸਾ ਜ਼ਿਆਦਾ ਪਿਆਰਾ ਮੰਨਦੇ ਹਨ. ਗਰੀਬਾਂ ਦੀ ਸਹਾਇਤਾ ਲਈ ਅਜੇ ਵੀ ਸਮਾਂ ਹੈ. ਹਰ ਦੋਸਤ ਨੂੰ ਆਪਣੇ ਆਂਢ ਗੁਆਂਢ ਵਿਚ ਜਾਂ ਆਪਣੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿਚ ਗਰੀਬਾਂ ਦੀ ਸਹਾਇਤਾ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ 🙏🏼🙏🏼",ਇਟਲੀ ਦੇ ਲੋਕਾਂ ਨੇ ਨਿਰਾਸ਼ ਹੋ ਕੇ ਸੁੱਟੇ ਸੜਕ 'ਤੇ ਪੈਸੇ
"ਮੋਦੀ ਇੱਕ ਅਜਿਹੇ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਹਨ, ਜਿਨ੍ਹਾਂ ਕੋਲ ਕੋਈ ਦ੍ਰਿਸ਼ਟੀ ਨਹੀਂ ਹੈ , ਕੋਈ ਦਿਮਾਗ ਨਹੀਂ ਹੈ ਅਤੇ ਦੇਸ਼ ਦੇ ਲੋੜਵੰਦਾਂ ਦੇ ਉਤਥਾਨ ਦੀ ਬਿਲਕੁਲ ਇੱਛਾ ਨਹੀਂ ਹੈ। ਉਨ੍ਹਾਂ ਨੂੰ ਸਿਰਫ ਸੱਤਾ ਦੀ ਭੁੱਖ ਹੈ !","ਮੋਦੀ ਇੱਕ ਅਜਿਹੇ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਹਨ, ਜਿਨ੍ਹਾਂ ਕੋਲ ਕੋਈ ਦ੍ਰਿਸ਼ਟੀ ਨਹੀਂ ਹੈ , ਕੋਈ ਦਿਮਾਗ ਨਹੀਂ ਹੈ ਅਤੇ ਦੇਸ਼ ਦੇ ਲੋੜਵੰਦਾਂ ਦੇ ਉਤਥਾਨ ਦੀ ਬਿਲਕੁਲ ਇੱਛਾ ਨਹੀਂ ਹੈ। ਉਨ੍ਹਾਂ ਨੂੰ ਸਿਰਫ ਸੱਤਾ ਦੀ ਭੁੱਖ ਹੈ !"
"ਰੱਬਾ ਤੇਰੀ ਦੁਨੀਆਦਾਰੀ ਸਾਨੂੰ ਆਈ ਰਾਸ ਨਹੀ,,ਬਦਲਾਅ ਦੀ ਸਰਕਾਰ ਤੇ ਮੁੱਖ ਮੰਤਰੀ ਭਗਵੰਤ ਮਾਨ ਵੱਲੋਂ ਲੋਕਾਂ ਨੂੰ ਘਰਾਂ ਤੋਂ ਬੇਘਰ ਕੀਤਾ ਜਾ ਰਹਿਆਂ,ਇਕ ਬਜ਼ੁਰਗ ਦਾ ਹਾਲ ਵੇਖੋ ਜਿਸ ਦਾ ਸੁਪਨਿਆਂ ਦਾ ਘਰ ਹੀ ਉਜਾੜ ਦਿੱਤਾ। ਲੱਖ ਲਾਹਨਤਾਂ ਅਜਿਹੇ ਮੁੱਖ ਮੰਤਰੀ ਤੇ ਜਿਸ ਨੇ ਵਸਦੇ ਹਸਦੇ ਘਰ ਹੀ ਉਜਾੜ ਦਿੱਤੇ।",ਬਜ਼ੁਰਗ ਦਾ ਇਹ ਵੀਡੀਓ ਪੰਜਾਬ ਦਾ ਹੈ।
“Shehnaazgill live after Siddharth Sukhla’s demise🥺😳,"ਇੱਕ ਦਿਨ ਤਾਂ ਸਾਰਿਆਂ ਨੇ ਚਲੇ ਜਾਣਾ ਹੈ ... 'ਡੂੰਘੇ ਸਦਮੇ ਵਿੱਚ ਗਈ  Shehnaaz Gill...ਬਰਦਾਸ਼ਤ ਨਹੀਂ ਕਰ ਪਾਈ Sidharth  ਦੇ ਜਾਣ ਦਾ ਗ਼ਮ, ਜੋ ਸਭ ਤੋਂ ਕਰੀਬ ਸੀ ਉਸੇ ਨੂੰ ਖੋ ਦਿੱਤਾ, ਪਿਤਾ ਨੇ ਕਿਹਾ - ਮੇਰੀ ਧੀ ਚੰਗੀ ਹਾਲਤ ਵਿੱਚ ਨਹੀਂ ...Shehnaaz Gill ਦਾ ਇੱਕ Video Viral"
गलवान में चीन से हुई मुटभेड़ में घायल फौजी की पीठ पर कटीले तारों वाले हथियार से हुए प्रहार के निशान,"ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਅੱਜਕਲ ਇੱਕ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ, ਜਿਸਦੇ ਵਿਚ ਇੱਕ ਵਿਅਕਤੀ ਦੀ ਜਖਮੀ ਪਿੱਠ ਨੂੰ ਵੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ। ਪੋਸਟ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਇਹ ਤਸਵੀਰ ਗਲਵਾਨ ਘਾਟੀ ਵਿਚ ਜਖਮੀ ਹੋਏ ਭਾਰਤੀ ਜਵਾਨ ਦੀ ਹੈ।"
"ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਸਭ ਤੋਂ ਵੱਡੇ ਨੇਤਾ ਮਨੀਸ਼ ਸਿਸੋਦੀਆ ਨੇ ਵੀ ਮੰਨਿਆ ਕਿ ਭਾਜਪਾ ਦੇਸ਼ ਦੀ ਸਭ ਤੋਂ ਚੰਗੀ ਪਾਰਟੀ ਹੈ, ਜਦਕਿ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਸਭ ਤੋਂ ਖਰਾਬ ਪਾਰਟੀ ਹੈ।","ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਸਭ ਤੋਂ ਵੱਡੇ ਨੇਤਾ ਮਨੀਸ਼ ਸਿਸੋਦੀਆ ਨੇ ਵੀ ਮੰਨਿਆ ਕਿ ਭਾਜਪਾ ਦੇਸ਼ ਦੀ ਸਭ ਤੋਂ ਚੰਗੀ ਪਾਰਟੀ ਹੈ, ਜਦਕਿ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਸਭ ਤੋਂ ਖਰਾਬ ਪਾਰਟੀ ਹੈ।"
Agla no. Ramdev baba ka,Agla no. Ramdev baba ka
ਯੂਕਰੇਨ ਵਿੱਚ ਸਿੱਖ ਸਮੁਦਾਇ ਦੀ ਪਹਿਲ “ਗੁਰੂ ਦਾ ਲੰਗਰ।,ਯੂਕਰੇਨ ਵਿੱਚ ਗੁਰੂ ਦਾ ਲੰਗਰ।
चांदनी चौक लाइव अपडेट दिल्ली तैयार रहे भयंकर त्रासदी के लिए. इन्ही जाहिलो ने आप पार्टी को जिताया?,ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ 16 ਸੈਕੰਡ ਦਾ ਇੱਕ ਵੀਡੀਓ ਕਲਿਪ ਵਾਇਰਲ ਹੋ ਰਿਹਾ ਹੈ ਅਤੇ ਯੂਜ਼ਰ ਦਾਅਵਾ ਕਰ ਰਹੇ ਹਨ ਕਿ ਇਹ ਵੀਡੀਓ ਦਿੱਲੀ ਦੇ ਚਾਂਦਨੀ ਚੋਂਕ ਦਾ ਹੈ। ਵੀਡੀਓ ਵਿਚ ਵੱਡੀ ਗਿਣਤੀ ਵਿਚ ਲੋਕਾਂ ਨੂੰ ਸੜਕ 'ਤੇ ਵੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।
"ਕੋਰੋਨਾ ਵਾਇਰਸ ਫੇਫੜਿਆਂ ਵਿਚ ਪੁੱਜਣ ਤੋਂ ਪਹਿਲਾਂ ਉਹ ਗਲੇ ਵਿਚ 4 ਦਿਨਾਂ ਤਕ ਰਹਿੰਦਾ ਹੈ। ਉਸ ਵਿਚਕਾਰ ਵਿਅਕਤੀ ਦੇ ਗਲ ਵਿਚ ਦਰਦ ਅਤੇ ਖੰਗ ਦੀ ਸ਼ਿਕਾਇਤ ਰਹਿੰਦੀ ਹੈ। ਜੇਕਰ ਤੁਸੀਂ ਜ਼ਿਆਦਾ ਪਾਣੀ ਪੀਂਦੇ ਹੋ ਅਤੇ ਗਰਮ ਪਾਣੀ ਵਿਚ ਨਮਕ ਜਾਂ ਵਿਨੇਗਰ ਪਾ ਕੇ ਗਰਾਰੇ ਕਰਦੇ ਹੋ ਤਾਂ ਵਾਇਰਸ ਖਤਮ ਹੋ ਜਾਂਦਾ ਹੈ। ਇਹ ਜਾਣਕਾਰੀ ਸਾਰਿਆਂ ਤਕ ਭੇਜੋ, ਕਿਓਂਕਿ ਤੁਸੀਂ ਕਿਸੇ ਦੀ ਜਾਨ ਬਚਾ ਸਕਦੇ ਹੋ ਇਸ ਜਾਣਕਾਰੀ ਨੂੰ ਭੇਜ ਕੇ। ਜਨਹਿੱਤ ਵਿਚ ਜਾਰੀ।",ਕੋਰੋਨਾ ਵਾਇਰਸ ਫੇਫੜਿਆਂ ਵਿਚ ਪੁੱਜਣ ਤੋਂ ਪਹਿਲਾਂ ਉਹ ਗਲੇ ਵਿਚ 4 ਦਿਨਾਂ ਤਕ ਰਹਿੰਦਾ ਹੈ। ਉਸ ਵਿਚਕਾਰ ਵਿਅਕਤੀ ਦੇ ਗਲ ਵਿਚ ਦਰਦ ਅਤੇ ਖੰਗ ਦੀ ਸ਼ਿਕਾਇਤ ਰਹਿੰਦੀ ਹੈ। ਜੇਕਰ ਤੁਸੀਂ ਜ਼ਿਆਦਾ ਪਾਣੀ ਪੀਂਦੇ ਹੋ ਅਤੇ ਗਰਮ ਪਾਣੀ ਵਿਚ ਨਮਕ ਜਾਂ ਵਿਨੇਗਰ ਪਾ ਕੇ ਗਰਾਰੇ ਕਰਦੇ ਹੋ ਤਾਂ ਵਾਇਰਸ ਖਤਮ ਹੋ ਜਾਂਦਾ ਹੈ।
ਸਾਹਮਣੇ ਆਈ ਪਾਕਿਸਤਾਨ ਤੇ ਅਫ਼ਗਾਨਿਸਤਾਨ ਦੇ ਲੋਕਾਂ ਵਿਚਕਾਰ ਪਏ ਰੇੜਕੇ ਦਾ ਕਾਰਨ ਇੰਝ ਨੱਚ-ਨੱਚ ਕੇ ਹਾਰੀ ਅਫ਼ਗਾਨਿਸਤਾਨ ਦੀ ਟੀਮ ਦੇ ਪ੍ਰਸ਼ੰਸਕਾਂ ਨੂੰ ਖਿਝਾ ਰਿਹਾ ਸੀ ਪਾਕਿਸਤਾਨੀ,ਸਾਹਮਣੇ ਆਈ ਪਾਕਿਸਤਾਨ ਤੇ ਅਫ਼ਗਾਨਿਸਤਾਨ ਦੇ ਲੋਕਾਂ ਵਿਚਕਾਰ ਪਏ ਰੇੜਕੇ ਦਾ ਕਾਰਨ
"ਅੱਜ ਦੇ ਹੀ ਦਿਨ ਮਾਂ ਭਾਰਤੀ ਦੇ ਸਪੂਤ ਭਗਤ ਸਿੰਘ, ਸੁਖਦੇਵ ਅਤੇ ਰਾਜਗੁਰੂ ਜੀ ਨੂੰ ਅੰਗਰੇਜਾਂ ਦੀ ਅਦਾਲਤ ਨੇ ਫਾਂਸੀ ਦੀ ਸਜ਼ਾ ਸੁਣਾਈ ਸੀ! ਅੱਜ ਬਾਬਰ ਦਾ ਜਨਮ ਦਿਨ ਵੀ ਹੈ ਅਤੇ ਅੱਜ ਹੀ ਵੈਲਨਟਾਈਨ ਡੇਅ ਵੀ ਹੈ। ਇਤਿਹਾਸ ਤੋਂ ਸਮਝੋ, ਸਨਾਤਨੀਓ, ਅਜੇ ਵੀ ਸਮਾਂ ਹੈ! ਓਮ ਨਮੋ ਸ਼ਿਵਾਏ।","ਅੱਜ ਦੇ ਹੀ ਦਿਨ ਭਾਰਤ ਮਾਤਾ ਦੇ ਸਪੂਤ ਭਗਤ ਸਿੰਘ, ਸੁਖਦੇਵ ਅਤੇ ਰਾਜਗੁਰੂ ਜੀ ਨੂੰ ਅੰਗਰੇਜਾਂ ਦੀ ਅਦਾਲਤ ਨੇ ਫਾਂਸੀ ਦੀ ਸਜ਼ਾ ਸੁਣਾਈ ਸੀ! ਅੱਜ ਹੀ ਵੈਲੇਨਟਾਈਨ ਡੇਅ ਵੀ ਹੈ।"
ਲੰਡਨ ਕੋਰਟ ਵਿਚ ਨੀਰਵ ਮੋਦੀ ਦਾ ਬਿਆਨ ਭੱਜਿਆ ਨਹੀਂ. . ਭਜਾਇਆ ਗਿਆ 456 ਕਰੋੜ ਕਮਿਸ਼ਨ ਖਾਧਾ ਭਾਜਪਾ ਨੇਤਾਵਾਂ ਨੇ।,ਨੀਰਵ ਮੋਦੀ ਨੂੰ ਬੀਜੇਪੀ ਨੇਤਾਵਾਂ ਨੇ ਦੇਸ਼ ਤੋਂ ਭਜਾਇਆ
ਇਰਾਨ ਦੇ ਵਿਅਕਤੀ ਨੇ ਮੱਕਾ 🕋ਵਿਚ ਦੁੱਧ ਚੜਾਇਆ ਅਤੇ ਕਿਹਾ ਸਾਡੇ ਪੁਰਵਜ਼ ਹਿੰਦੂ ਸਨ💪ਅਤੇ ਇਹ ਇੱਕ ਪਵਿੱਤਰ ਸ਼ਿਵਲਿੰਗ ਹੈ।,ਕਾਅਬਾ ‘ਤੇ ਵਿਅਕਤੀ ਨੇ ਚੜਾਇਆ ਦੁੱਧ
"ਹਿੰਦੂ ਰਾਸ਼ਟਰ ਦੀ ਇੱਕ ਝਲਕ, ਕਲਮ","ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਵਾਇਰਲ ਹੋ ਰਹੇ ਇੱਕ ਪੋਸਟ ਵਿਚ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਜੋਤੀ, ਜਿਹਨੇ ਆਪਣੇ ਬਿਮਾਰ ਪਿਤਾ ਨੂੰ ਸਾਈਕਲ 'ਤੇ ਬੈਠਾ ਕੇ 1200 ਕਿਲੋਮੀਟਰ ਤੋਂ ਵੀ ਵੱਧ ਦੂਰੀ ਤੇਯ ਕੀਤੀ ਸੀ, ਉਸਦੇ ਪਿੰਡ ਵਿਚ ਉਸਦਾ ਬਲਾਤਕਾਰ ਕੀਤਾ ਗਿਆ ਹੈ ਅਤੇ ਉਸਦਾ ਗਲਾ ਦਬਾ ਕੇ ਉਸਨੂੰ ਮਾਰ ਦਿੱਤਾ ਗਿਆ ਹੈ।"
"ਇਹ ਉਸ ਵੇਲੇ ਦੀ ਇਤਿਹਾਸਕ ਤਸਵੀਰ ਜਦੋਂ ਗੌਡਸੇ ਨੇ ਗਾਧੀ ਨੂੰ ਤਿੰਨ ਗੋਲੀਆਂ ਮਾਰੀਆਂ ਸੀ ,ਤੇ ਉਸਨੇ ਆਪਣੇ ਬਿਆਨ ਵਿਚ ਕਿਹਾ ਸੀ ਗਾਧੀ ਨੇ ਭਾਰਤ ਦੇ ਦੋ ਟੁੱਕੜੇ ਕਿਉ ਕੀਤੇ ਤੇ ਜੇ ਗਾਧੀ ਨੇ ਮੁਹੰਮਦ ਅਲੀ ਜਿਨਾਹ ਨੂੰ ਵੱਖਰਾ ਪਾਕਿਸਤਾਨ ਬਣਾਉਣ ਤੋ ਰੋਕਿਆ ਹੁੰਦਾ ਤੇ ਲੱਖਾਂ ਹਿੰਦੂ ਸਿੱਖ ਆਪਣੀ ਜਾਨ ਨਾ ਗੁਵਾਉਦੇ , ਅਸਲ ਵਿੱਚ ਗਾਧੀ ਬਹੁਤ ਘੱਟਿਆ ਬੰਦਾ ਸੀ, ਨੱਥੂ ਰਾਮ ਗੌਡਸੇ ਨੇ 153 ਕਾਰਨ ਹੋਰ ਦੱਸੇ ਸੀ ਅਦਾਲਤ ਨੂੰ ਗਾਧੀ ਨੂੰ ਮਾਰਨ ਦੇ ✍️",ਇਸ ਤਸਵੀਰ ਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਤਸਵੀਰ ਵਿਚ ਗਾਂਧੀ ਦਾ ਹੱਤਿਆਰਾ ਨਾਥੁ ਰਾਮ ਗੌਡਸੇ ਹੈ।
ਚੀਨ ਸਰਕਾਰ ਨੇ ਅਦਾਲਤ ਤੋਂ ਮੰਗੀ 20 ਹਜ਼ਾਰ ਕੋਰੋਨਾ ਵਾਇਰਸ ਪੀੜਤ ਮਰੀਜ਼ਾਂ ਨੂੰ ਮਾਰਨ ਦੀ ਮਨਜ਼ੂਰੀ !,ਚੀਨ ਸਰਕਾਰ ਨੇ ਅਦਾਲਤ ਤੋਂ ਮੰਗੀ 20 ਹਜ਼ਾਰ ਕੋਰੋਨਾ ਵਾਇਰਸ ਪੀੜਤ ਮਰੀਜ਼ਾਂ ਨੂੰ ਮਾਰਨ ਦੀ ਮਨਜ਼ੂਰੀ
#ਉੱਤਰਪ੍ਰਦੇਸ਼ ਬਿਜਨੌਰਪੁਲਿਸਦਾਵਧੀਆ_ਕੰਮ ਮਦਰਸੇ ਵਿਚ ਹਥਿਆਰ ਮਿਲਣ ‘ਤੇ ਕੋਈ ਵਿਪੱਖ ਦਾ ਨਹੀਂ ਬੋਲਿਆ ਕਿ ਦੇਸ਼ ਖਤਰੇ ਵਿਚ ਹੈ…!!!,"AK 47, AK 56 ਬੰਦੂਕਾਂ ਦੀ ਮਦਰਸੇ ਅੰਦਰੋਂ ਬਰਾਮਦਗੀ"
"ਲੱਖ ਲੱਖ ਲਾਹਨਤਾਂ ਥੋਡੇ ਤੇ ਦੇਸ ਦੇ ਅਖੌਤੀ ਹਾਕਮੋ ਵੱਡੀਆਂ ਵੱਡੀਆਂ ਗੱਲਾਂ ਮਾਰਨ ਵਾਲਿਆਂ ਦਾ ਹਾਲ, ਵਾਰ ਵਾਰ ਫੋਨ ਕਰਨ ਤੇ ਵੀ ਨਹੀਂ ਲਿਆ ਕਿਸੇ ਮੰਤਰੀ ਨੇ ਸੀਰੀਅਸ, ਹਾਕੀ ਓਲੰਪੀਅਨ ਗੁਰਜੀਤ ਕੌਰ ਦੀ ਮਾਤਾ ਦਾ PGI ਚ ਇਲਾਜ ਖੁਣੋਂ ਵਗੈਰ ਹੋਇਆ ਦਿਹਾਂਤ, ਇਲਾਜ਼ ਤਾਂ ਛੱਡੋ ਮਾਤਾ ਜੀ ਨੂੰ ਤਾਂ ਬੈੱਡ ਹੀ ਨਹੀਂ ਮਿਲ਼ਿਆ!।",ਹਾਕੀ ਓਲੰਪੀਅਨ ਗੁਰਜੀਤ ਕੌਰ ਦੀ ਮਾਤਾ ਜੀ ਦਾ ਦਿਹਾਂਤ ਹੋ ਗਿਆ।
"#ਸ਼ੈਅਰਸ਼ੈਅਰਸ਼ੈਅਰ_ਸ਼ੈਅਰ ਬਹੁਜਨੋ , ਆਰ ਐਸ ਐਸ ਦਾ ਨਵਾਂ ਸੰਵਿਧਾਨ ਪੜ੍ਹੋ ਪੁੰਨੂ ਵੀ ਇਹਦਾ ਈ ਚਮਚਾ ਆ",ਆਰ ਐਸ ਐਸ ਦਾ ਨਵਾਂ ਸੰਵਿਧਾਨ ਪੜ੍ਹੋ ਪੁੰਨੂ ਵੀ ਇਹਦਾ ਈ ਚਮਚਾ ਆ
ਇਹ ਗਲਤ ਰੁਝਾਨ ਹੈ – ਵਿਰੋਧ ਵਿਚਾਰਕ ਕਰੋ ਨਾ ਕਿ ਧੱਕੇ ਮਾਰ ਕੇ ਕੱਡੋ। ਮੌੜ ਤੋ ਆਪ ਉਮੀਦਵਾਰ ਨੂੰ ਧੱਕੇ ਮਾਰਦੇ ਨੌਜਵਾਨ ਭਾਵੇ ਇਹ ਰੀਤ ਆਪ ਨੇ ਸ਼ੁਰੂ ਕੀਤੀ ਸੀ ਪਰ ਇਸਨੂੰ ਰੋਕਣਾ ਚਾਹੀਦਾ ਹੈ🙏🙏🙏,ਮੌੜ ਤੋ ਆਪ ਉਮੀਦਵਾਰ ਨੂੰ ਧੱਕੇ ਮਾਰਦੇ ਨੌਜਵਾਨ ਭਾਵੇ ਇਹ ਰੀਤ ਆਪ ਨੇ ਸ਼ੁਰੂ ਕੀਤੀ ਸੀ ਪਰ ਇਸਨੂੰ ਰੋਕਣਾ ਚਾਹੀਦਾ ਹੈ
ਐਲੋਨ ਮਸਕ ਫੇਸਬੁੱਕ ਖਰੀਦਣ ਵਾਲੇ ਹਨ ਅਤੇ ਉਹ ਇਸਨੂੰ ਇਸੇ ਤਰ੍ਹਾਂ ਡਿਲੀਟ ਕਰ ਦੇਵੇਗਾ ਜਿਵੇਂ ਫੇਸਬੁੱਕ ਨੇ ਫ੍ਰੈਂਡਸਟਰ ਦੇ ਨਾਲ ਕੀਤਾ ਸੀ। OMG ਕਰਮ ਵਾਸਤਵਿਕ ਹੈ।,Elon Musk gonna buy Facebook and he will delete it same as what facebook did to friendster. OMG karma is real.
ਦਿਨ ਵਿੱਚ ਇਕ ਕੇਲਾ ਖਾਣ ਨਾਲ ਕੋਰੋਨਾ ਵਾਇਰਸ ਦੂਰ ਰਹਿੰਦਾ ਹੈ।,Having Banana A Day Keeps Coronavirus Away...
पप्जी गेम में पागल हो गया कृपया अपने बच्चो को मोबाईल पर ऐसे गेम नही खेलने दे। #prem ज़िन्दगी बहुत बड़ी है मेरे भाई……एसा काम ना करो जो माँ बाप के लिये बोज बनना पडे …………..please,ਵਾਇਰਲ ਤਸਵੀਰਾਂ ਪਬਜੀ ਖੇਡ ਕੇ ਪਾਗਲ ਹੋਏ ਇਨਸਾਨ ਦੀਆਂ
