post,normalized claim
"2020 பீகார் தேர்தலில் பாரதிய ஜனதா கட்சியின் பிரச்சாரத்தை ஊக்குவித்ததில், உங்களின் பயனுள்ள மற்றும் விலைமதிப்பற்ற பங்களிப்புக்காக உங்களுக்கும், உங்கள் குழுவினருக்கும் நான் என் வாழ்த்துகளைத் தெரிவித்துக்கொள்கிறேன். ஜனநாயக விதிமுறைகளைப் பின்பற்றும் ஒரே கட்சி பாரதிய ஜனதா கட்சிதான் என்று கூறுவதில் நான் மகிழ்ச்சியடைகிறேன், மேலும் மூன்று முதல்வர் வேட்பாளர்களில், பீகாரின் முதல்வராக ஸ்ரீ கிரிராஜ் சிங்கினை நான் பரிந்துரைக்கிறேன். ராம் மந்திரை கட்டியெழுப்பியதில் ஸ்ரீ கிரிராஜ் சிங்கின் பங்களிப்பு அசாதாரணமானது மற்றும் பாராட்டத்தக்கது என்பதை நான் இங்கு கூற விரும்புகிறேன்…","பீகார் சட்டமன்றத் தேர்தல் முடிவுகளுக்குப் பிறகு, மூன்று முதல்வர் வேட்பாளர்களில் பீகார் முதல்வராக மத்திய அமைச்சர் கிரிராஜ் சிங் பதிவியேற்றிட பிரதமர் நரேந்திர மோடி பரிந்துரைப்பதாகக் கூறப்படும் கடிதம்"
"இது மிகவும் கோரமான சம்பவம், ஜிகாதி அர்பாஸ் கான் தமிழ்நாட்டின் நீலகிரியில் யானை மீது எரியும் டயரை வீசினார்! இதன் காரணமாக யானை சிகிச்சையின் போது இறந்தது .. மாநில போலீசார் தூங்குகிறார்கள், இத்தகையவர்களுக்கு மட்டும் சட்டத்தில் இருந்து பாதுகாப்பு இருக்கிறதா?","ஒரு யானை மீது எரியும் டயரை வீசப்படும் காணொலி, அர்பாஸ் கான் என்பவர் யானையை கொன்றார் என்ற கூற்றுடன் வைரலாகியுள்ளது."
டாடா நினைவு மருத்துவமனை. மேலே உள்ள காணொளியை நீக்காமல் அனைவரும் பார்க்குமாறு கேட்டுக்கொள்கிறது. இது சாதாரணமான பார்வார்டு செய்தியல்ல. இது மிகவும் முக்கியமான ஒன்று. இதை உங்கள் மற்ற குழுக்களிலும் பகிருமாறு கேட்டுக்கொள்கிறோம்.,டாடா நினைவு மருத்துவமனை. மேலே உள்ள காணொளியை நீக்காமல் அனைவரும் பார்க்குமாறு கேட்டுக்கொள்கிறது.
பெரிய செய்தி யோகி ஜி உத்தர பிரதேசத்தின் முதல் அமைச்சராக மீண்டும் ஆக வேண்டும் என்பது எனது மனதார்ந்த விருப்பம் என்று மத்திய அமைச்சர் ஸ்ம்ரிதி இரானியிடம் கூறினார்,பெரிய செய்தி யோகி ஜி உத்தர பிரதேசத்தின் முதல் அமைச்சராக மீண்டும் ஆக வேண்டும் என்பது எனது மனதார்ந்த விருப்பம் என்று மத்திய அமைச்சர் ஸ்ம்ரிதி இரானியிடம் கூறினார்
"இது பூரி ஜகந்நாதர் ஆலயத்திலிருந்து எடுக்கப்பட்ட சாலிகிராம். நம் பூமியில் பெருந்நோய்த்தொற்று ஏற்படும்போதெல்லாம் இது வெளியே எடுக்கப்படுகிறது. இதற்குமுன் இது 1920 ஆம் ஆண்டில் வெளியே எடுக்கப்பட்டது, தற்போது 2020 ஆம் ஆண்டில் வெளியே எடுக்கப்பட்டுள்ளது","பூரி ஜகந்நாதர் ஆலயத்திலிருந்து சாலிகிராம் வெளியே எடுக்கப்பட்டுள்ளதாக கூறும் ஒரு இடுகை வாட்ஸ்அப் உள்ளிட்ட பல்வேறு சமூக வலைத்தளங்களில் பகிரப்பட்டு வருவதை எங்களால் காண முடிந்தது. இது பூமியில் பெருந்நோய்த்தொற்று ஏற்படும்போதெல்லாம் வெளியே எடுக்கப்படுகிறது என்றும், கடைசியாக இது 1920 ஆம் ஆண்டில் வெளியே எடுக்கப்பட்டது என்றும், இதனைக் காண்பது மிகவும் அரிதானது என்றும் அந்த இடுகையில் கூறப்பட்டுள்ளது."
"…..எனக்கு ஒன்றை சொல்லுங்கள்…இங்கே இருக்கும் கழுகு…இந்த கழுகுகள் ஏன் இங்கு பறக்கின்றன. என்னிடம் சொல்லுங்கள், இந்த கழுகுகள் இங்கே என்ன செய்கின்றன? இங்குள்ள கழுகுகள் ஏன் இங்கு சுற்றித் திரிகின்றன என்று யாராவது என்னிடம் சொல்ல முடியுமா… ஏனென்றால் கடந்த ஐந்து ஆண்டுகளாக அவர்களுக்கு வேலை கிடைக்கவில்லை.",நாட்டில் பாஜக ஆட்சியின் போது கழுகுகளின் வேலையின்மை குறித்து கவலை தெரிவித்ததாக கூறப்படுகிறது
பில்லிங் பிரச்சினை காரணமாக உங்கள் அமேசான் கணக்கு நிறுத்தப்பட்டுள்ளது. கட்டணத் தகவலைப் புதுப்பிக்கவும்.,பில்லிங் பிரச்சினை காரணமாக உங்கள் அமேசான் கணக்கு நிறுத்தப்பட்டுள்ளது. கட்டணத் தகவலைப் புதுப்பிக்கவும்
ஒரு இயந்திரம் ஒரு வெள்ளைத் தாளில் இருந்து முந்திரி வடிவ பொருள்களை வெட்டுவதைக் காட்டுகிறது. இதை வைத்து போலி முந்திரி தயாரிக்கப்படுவதாகக் கூறப்படுகிறது,செயற்கையாக உருவாக்கப்படும் முந்திரிப்பருப்பு!
"சீனா முதல் நெகிழி பெண்ணை உருவாக்கி உள்ளது, அவளுக்கு ஆன்மா கிடையாது, உலகின் முடிவு நெருங்கி விட்டது.","“சீனா முதல் நெகிழி பெண்ணைத உருவாக்கி உள்ளது, அவளுக்கு ஆன்மா கிடையாது, உலகின் முடிவு நெருங்கி விட்டது.” என்று அந்த வைரல் பதிவு க்ளைம் செய்கிறது."
"நிராயுதபாணியான விவசாயி லத்தியால் தாக்கப்பட்டதாகக் கூறி, முதுகில் சிவந்த காய அடையாளங்களுடன் ஒரு நபரின் புகைப்படத்தை வெளியிட்டுள்ளார்","நிராயுதபாணியான விவசாயி லத்தியால் தாக்கப்பட்டதாகக் கூறி, முதுகில் சிவந்த காய அடையாளங்களுடன் ஒரு நபரின் புகைப்படத்தை வெளியிட்டுள்ளார்"
"ரூர்க்கியின் மங்களூரில் நடந்த சிலிண்டர் வெடிப்பு விபத்தில் 24 பேர் இறந்ததாகக் கூறி, தீ விபத்து ஏற்பட்ட ஒரு கட்டிடத்தின் வைரல் காணொளி சமூக வலைத்தளங்களில் பகிரப்பட்டு வருகிறது. மேலும் 10 சிலிண்டர்கள் வெடித்ததில் அந்த இனிப்பு கடை தீப்பிடித்து, அதில் 30 பேர் காயமடைந்ததாகவும் இந்த இடுகை கூறுகிறது","ரூர்க்கியின் மங்களூரில் நடந்த சிலிண்டர் வெடிப்பு விபத்தில் 24 பேர் இறந்ததாகக் கூறி, தீ விபத்து ஏற்பட்ட ஒரு கட்டிடத்தின் வைரல் காணொளி சமூக வலைத்தளங்களில் பகிரப்பட்டு வருகிறது. மேலும் 10 சிலிண்டர்கள் வெடித்ததில் அந்த இனிப்பு கடை தீப்பிடித்து, அதில் 30 பேர் காயமடைந்ததாகவும் இந்த இடுகை கூறுகிறது"
"இந்த மகள்(பெண்) ஹத்ராஸில் நாக்கு துண்டிக்கப்பட்டு, பாலியல் வன்கொடுமை செய்யப்பட்டுள்ளார்…",உத்தரப்பிரதேசத்தின் ஹத்ராஸில் பாலியல் வன்கொடுமை செய்யப்பட்ட பெண் என்று ஒரு பெண்ணின் புகைப்படம் பகிரப்பட்டு வருகிறது
"பீகாரில் தேர்தல் பிரச்சாரத்தின்போது பாஜக தலைவர்கள் தாக்கப்பட்டார்கள் என்ற கூற்றுடன், வேகமாக வரும் கார்கள் மீது கற்கள் வீசப்படும் காணொளி ஒன்று அக்டோபர் 22, 2020 அன்று பகிரப்பட்டுள்ளது. இந்த இடுகையை இங்கே காணலாம். தனது தேர்தல் பிரச்சாரத்தின்போது அமித் ஷாவின் கார் தாக்கப்பட்டது என்ற கூற்றுடனும் இதே காணொளி பகிரப்பட்டு வருகிறது.","பீகாரில் தேர்தல் பிரச்சாரத்தின்போது பாஜக தலைவர்கள் தாக்கப்பட்டார்கள் என்ற கூற்றுடன், வேகமாக வரும் கார்கள் மீது கற்கள் வீசப்படும் காணொளி ஒன்று அக்டோபர் 22, 2020 அன்று பகிரப்பட்டுள்ளது."
"#JNUவின் முற்போக்கான மாணவர்கள், இந்து பெண்கள் புடவைகள், பொட்டு மற்றும் குங்குமம் அணிவது குறித்து தங்கள் எதிர்ப்பினைத் தெரிவித்தனர். ஜே.என்.யூவில் குங்குமப்பூ, குர்தா, மூக்கு வளையம் மற்றும் நெற்றியில் குங்குமம் அணிந்த ஒரு ஆண் இந்து கலாச்சாரத்தை எதிர்க்கிறான் … இது #சிஏஏ போராட்டம் நடக்கும் நேரத்தில் நடைபெற்றுள்ளது…… இதன் ஒரே நோக்கம் இந்துத்துவத்தின் வேர்களை தோண்டி எடுத்து, இந்துத்துவத்தை இழிவுபடுத்தி, சதி திட்டம் மூலம் இந்து சமுதாயத்திற்கு எதிராக மற்றும் ஜிஹாதி அடிப்படைவாதமான இஸ்லாத்திற்கு ஆதரவாக, இஸ்லாத்தின் கொள்கைகளை சாத்தியமான அனைத்து வழிகளிலும் பரப்புவதே ஆகும்…","JNUவின் முற்போக்கான மாணவர்கள், இந்து பெண்கள் புடவைகள், பொட்டு மற்றும் குங்குமம் அணிவது குறித்து தங்கள் எதிர்ப்பினைத் தெரிவித்தனர். ஜே.என்.யூவில் குங்குமப்பூ, குர்தா, மூக்கு வளையம் மற்றும் நெற்றியில் குங்குமம் அணிந்த ஒரு ஆண் இந்து கலாச்சாரத்தை எதிர்க்கிறான் … இது #சிஏஏ போராட்டம் நடக்கும் நேரத்தில் நடைபெற்றுள்ளது…… இதன் ஒரே நோக்கம் இந்துத்துவத்தின் வேர்களை தோண்டி எடுத்து, இந்துத்துவத்தை இழிவுபடுத்தி, சதி திட்டம் மூலம் இந்து சமுதாயத்திற்கு எதிராக மற்றும் ஜிஹாதி அடிப்படைவாதமான இஸ்லாத்திற்கு ஆதரவாக, இஸ்லாத்தின் கொள்கைகளை சாத்தியமான அனைத்து வழிகளிலும் பரப்புவதே ஆகும்"
"இந்தியாவில் பரவி வரும் புதிய வகை கொரோனா வைரஸ் தொற்று குறித்து சுகாதார அமைச்சகம் கடுமையான எச்சரிக்கை விடுத்துள்ளதாகக் கூறுகிறது. உருமாற்றம் கொண்ட கொரோனா வைரஸ் க்ளேட் A13-i மகாராஷ்டிராவிலிருந்து பரவி வருவதாகவும், பாதிக்கப்பட்டவர்களில் 41 சதவீதம் பேர் இறந்துவிட்டதாகவும் அந்த இடுகை மேலும் கூறுகிறது",இந்தியாவில் பரவி வரும் கொராணோ வைரஸ் தொற்று தற்போது அதிக வீரியம் கொண்ட கொராணா வைரஸ் கிளேட் A13-I ஆக உருமாறி பரவி வருகிறது.
"கொரோனா வைரஸைக் கொல்ல மஞ்சள், மிளகு, எலுமிச்சை, தோல் உரிக்கப்படும் இஞ்சி, தண்ணீரில் துளசி ஆகியவற்றைக் கொதிக்கவைத்து ஏழு முறை நீராவி பிடிக்க சமூக ஊடகங்களில் ஒரு இடுகை அறிவுறுத்துகிறது. அதிகமாக உள்ளிழுக்கவோ அல்லது போர்வைகளை மற்றவர்களுடன் பகிர்ந்து கொள்ளவோ கூடாது என்று இது மேலும் எச்சரிக்கிறது.",சமூக ஊடகங்களில் ஒரு இடுகை அறிவுறுத்துகிறது. அதிகமாக உள்ளிழுக்கவோ அல்லது போர்வைகளை மற்றவர்களுடன் பகிர்ந்து கொள்ளவோ கூடாது என்று இது மேலும் எச்சரிக்கிறது. இடுகைக்கா
"கொரோனா வைரஸுக்கு எதிராக சிகிச்சையளிப்பதில் தினை ரொட்டி அல்லது பஜ்ரா ரொட்டியினை உட்கொள்வது பயனுள்ளதாக இருக்கிறது. கொரோனா வைரஸ் நோய்த்தொற்று ஏற்பட்ட ஒருவர் சூடாக உணவை உட்கொள்வது, அவர் குணமடைவதற்கு பயனுள்ளதாக இருக்கும் என்று உலக சுகாதார அமைப்பின் விஞ்ஞானிகள் சமீபத்தில் தெரிவித்துள்ளனர். எனவே, நமது உணவுப் பழக்கத்தை நாம் மாற்றிக்கொள்ள வேண்டும். தினை சாப்பிடும் மக்கள் கொரோனா வைரஸ் தொற்றுக்கு ஆளாக மாட்டார்கள் என்று பிரபல மருத்துவர்கள் கூறுகிறார்கள். தினை இயற்கையிலே சூடான தன்மை கொண்டதாகும். அவற்றை சாப்பிடுவதன் மூலம் உடலில் வெப்ப அளவு நிலையாக பராமரிக்கப்படுகிறது, இதனால், தினை உட்கொள்ளும் மக்களை கொரோனா வைரஸ் தாக்குவதில்லை. அப்படியே நோய்த்தொற்று ஏற்பட்டாலும், தினையினில் உள்ள வெப்பமானது எதிர்புரதங்கள் (ஆன்டிபாடிகள்) உருவாக வழிவகுக்கிறது. தினை உட்கொள்ளும் நபருக்கு கொரோனா தொற்று உறுதிசெய்யப்பட்டாலும், அவர் ஒருபோதும் எந்த பிரச்சனையையும் எதிர்கொள்ள மாட்டார். நாட்டின் கிராமப்புறங்களில் வசிக்கும், தினை சாப்பிடும் மக்கள் எப்போதும் ஆரோக்கியமாக இருப்பதற்கு இதுவே காரணம். கிராமத்தில் வசதிகள் இல்லாதபோது கூட, மக்கள் கொரோனா வைரஸ் நோயால் பாதிக்கப்படுவதில்லை.” தினையின் நன்மைகள்: 1) உடலைப் பலப்படுத்துதல் – தினை சாப்பிடுவது உடலில் ஆற்றலைத் தக்க வைத்துக் கொள்ள உதவும். 2) தினை எளிதில் செரிக்கும் உணவாகும். இது எடையைக் குறைக்க உதவுகிறது. 3) தினை இதய நோய் அபாயத்தையும், கொழுப்பையும் குறைக்கிறது. 4) கார்போஹைட்ரேட்டுகள், மாவுச்சத்து நிறைந்த உணவுகள் அதிக அளவில் உடலை நிரப்புகின்றன. 5) தினை நார் – இது செரிமானத்தை மேம்படுத்துகிறது. 6) தினை சாப்பிடுவதன் மூலம் மலச்சிக்கல், அமிலத்தன்மை போன்ற பிரச்சினைகள் ஏற்படாது. 7) புற்றுநோய் – தினை ரொட்டி சாப்பிடுவது புற்றுநோய் வராமல் ஒருவரைப் பாதுகாக்கிறது. இந்த தினை ரொட்டியில் இதுபோன்ற பல நன்மைகள் உள்ளன அன்புடன் நாத் சன்வித்",தினை அல்லது பஜ்ராவை உட்கொள்வதன் மூலம் கொரோனா வைரஸ் வராமல் தடுக்கலாம்
அமெரிக்காவின் புதிய அதிபரின் பதவியேற்பு விழாவின் முதன்மை விருந்தினராக டாக்டர் மன்மோகன் சிங் ஜி கலந்து கொள்வார்,அமெரிக்காவின் புதிய அதிபரின் பதவியேற்பு விழாவின் முதன்மை விருந்தினராக டாக்டர் மன்மோகன் சிங் ஜி கலந்து கொள்வார்
"சிறுத்தை ஒன்று சுதந்திரமாக சுற்றித் திரிந்து, அங்குள்ள ஒரு குளத்திலிருந்து நீர் குடிக்கும் ஒரு காணொளி, ரன்தம்பூரில் உள்ள தாஜ் ஹோட்டல்களில் எடுக்கப்பட்டது","சிறுத்தை ஒன்று சுதந்திரமாக சுற்றித் திரிந்து, அங்குள்ள ஒரு குளத்திலிருந்து நீர் குடிக்கும் ஒரு காணொளி, ரன்தம்பூரில் உள்ள தாஜ் ஹோட்டல்களில் எடுக்கப்பட்டது"
"அவர்கள் 30 ரூபாய் எண்ணெய்க்கு 60 ரூபாய் வரி வேண்டும், விவசாயி தனது கடின உழைப்பிற்கு எம்.எஸ்.பி கேட்டால் அவர் ஒரு துரோகி.",பாலிவுட் நடிகர் நசீருதீன் ஷா பெயரில் ஒரு ட்வீட் சமூக ஊடகங்களில் வைரலாகி வருகிறது.
"ரூ.15 லட்சம் மதிப்புள்ள 10 பைக்குகளை திருடிய மூன்று பாஜக கட்சி உறுப்பினர்களை காவல்துறையினர் கைது செய்ததாக, திருடப்பட்ட இரு சக்கர வாகனங்களின் புகைப்படத்துடன் கூடிய ஒரு செய்தி புகைப்படம் கூறுகிறது.","ரூ.15 லட்சம் மதிப்புள்ள 10 பைக்குகளை திருடிய மூன்று பாஜக கட்சி உறுப்பினர்களை காவல்துறையினர் கைது செய்ததாக, திருடப்பட்ட இரு சக்கர வாகனங்களின் புகைப்படத்துடன் கூடிய ஒரு செய்தி புகைப்படம் கூறுகிறது."
"இன்று இரவு 12:30 முதல் 03:30 வரை உங்கள் தொலைபேசி, செல்லுலார், டேப்லெட் ஆகியவற்றை அணைத்துவிட்டு உங்கள் உடலில் இருந்து ஒதுக்கி வைப்பதையும் உறுதி செய்யுங்கள். சிங்கப்பூர் தொலைக்காட்சி இச்செய்தியை அறிவித்துள்ளது. தயவுசெய்து உங்கள் குடும்பத்தினருக்கும் நண்பர்களுக்கும் தெரிவியுங்கள். இன்று இரவு 12:30 முதல் 03:30 வரை, பூமிக்கு அருகில் கடந்துசெல்லும் காஸ்மிக் கதிர்களிலிருந்து வரும் மிக உயர்ந்த கதிர்வீச்சுக்கு நமது கோள் பாதிப்புக்குள்ளாகும். எனவே தயவுசெய்து செல்போன்களை அணைத்து விடுங்கள். தொலைபேசி, செல்லுலார், டேப்லெட் போன்ற மின் கருவிகளை உங்கள் உடலுக்கு அருகில் வைக்காதீர்கள், அது உங்களுக்கு பயங்கரமான சேதத்தை ஏற்படுத்தலாம். கூகுள் மற்றும் நாசா பிபிசி செய்திகளைப் பார்க்கவும். உங்களுக்கு தெரிந்த அனைத்து நபர்களுக்கும் இந்த செய்தியை அனுப்புங்கள்.","இன்று இரவு 12:30 முதல் 03:30 வரை, பூமிக்கு அருகில் கடந்துசெல்லும் காஸ்மிக் கதிர்களிலிருந்து வரும் மிக உயர்ந்த கதிர்வீச்சுக்கு நமது கோள் பாதிப்புக்குள்ளாகும். எனவே உங்கள் செல்போன்களை அணைத்து விடுங்கள்"
ஐ.ஏ.எஸ் – ஐ.பி.எஸ் பணிகளுக்கு விண்ணப்பிப்பவர்கள் 26 வயதுக்குப் பிறகு இனி விண்ணப்பிக்க முடியாது,"மத்திய அரசுப் பணியாளர் தேர்வாணையம் (யுபிஎஸ்சி) சிவில் சர்வீஸ் தேர்வுகளுக்கு (ஐ.ஏ.எஸ்., ஐ.பி.எஸ்) தோன்றுவதற்கான அதிகபட்ச வயது வரம்பை 32 லிருந்து 26 ஆண்டுகளாக குறைத்ததாக வாட்ஸ்அப்பில் பகிரப்படும் ஒரு செய்தித்தாளின் புகைப்படம் கூறுகிறது."
மினி பாகிஸ்தான் ஆகும் சென்னை: மெரினா கடற்க்கரையில் கஞ்சா போதையில் பெண்களிடம் தவறாக நடந்துக்கொள்ள முயற்ச்சித்த திருவல்லிக்கேணி பகுதியை சேர்ந்த 3 இஸ்லாமிய இளைஞர்களை தட்டிக்கேட்க சென்ற உதவி ஆய்வாளர் அகிலனுக்கு சரமாரி வெட்டு. கைது செய்யப்பட்ட இஸ்லாமிய இளைஞர்களுக்கு ஆதரவாக நூற்றுக்கணக்கான முஸ்லீம்கள் காவல் நிலையம் முற்றுகை… இது தமிழ் நாடா? தாலிபான் நாடா?,மினி பாகிஸ்தான் ஆகும் சென்னை: மெரினா கடற்க்கரையில் கஞ்சா போதையில் பெண்களிடம் தவறாக நடந்துக்கொள்ள முயற்ச்சித்த திருவல்லிக்கேணி பகுதியை சேர்ந்த 3 இஸ்லாமிய இளைஞர்களை தட்டிக்கேட்க சென்ற உதவி ஆய்வாளர் அகிலனுக்கு சரமாரி வெட்டு. கைது செய்யப்பட்ட இஸ்லாமிய இளைஞர்களுக்கு ஆதரவாக நூற்றுக்கணக்கான முஸ்லீம்கள் காவல் நிலையம் முற்றுகை… இது தமிழ் நாடா? தாலிபான் நாடா?
மேற்கு வங்க மாநிலத்தில் இந்து மக்கள் மீது காவல்துறை தாக்குதல்!,மேற்கு வங்க மாநிலத்தில் இந்து மக்கள் மீது காவல்துறை தாக்குதல்
"யோகிஜியின் தமையனார் இப்போதும் கூட ஒரு சிறிய தேநீர் கடையை நடத்திக்கொண்டிருக்கிறார். தயவு செய்து அவரை, மாயா, மம்தா, அகிலேஷ், லாலு, சிதம்பரம் மற்றும் சோனியாவின் குடும்பத்தோடு சேர்த்து எடை போட்டுப் பாருங்கள்","योगी जी के बड़े भाई अभी भी एक छोटी सी चाय-स्टॉल चलाते हैँ! जरा इनकी तुलना कीजिये माया, मोमता, अखिलेश, लालू, चिदंबरम,और सोनिया के खानदानों से...."
"ஒரு டிராக்டரில் டாக்டர் கஃபீல் கான் அமர்ந்திருக்கும் புகைப்படம் ஒன்று, டெல்லியில் நடைபெற்ற டிராக்டர் பேரணியில் அவர் பங்கேற்றதாகவும், அதில் அவர் கைது செய்யப்பட்டார் என்றும் கூறப்பட்டு, சமூக ஊடகங்களில் வைரலாக பகிரப்பட்டு வருகிறது.","சமூக ஆர்வலர் டாக்டர் கஃபீல் கான் டிராக்டரில் அமர்ந்திருக்கும் ஒரு வைரல் புகைப்படம், குடியரசு தினத்தன்று நடந்த விவசாயிகளின் டிராக்டர் பேரணியில் பங்கேற்றபோது அவர் தடுத்து நிறுத்தப்பட்டார் என்ற கூற்றுடன் பகிரப்பட்டு வருகிறது."
கொரோனா வைரஸ்க்கான சிகிச்சை கண்டுபிடிக்கப்பட்டுள்ளது. பாகற்காய் சாறு அருந்துவது கொரோனா வைரஸை 2 மணிநேரத்தில் கொல்லும் என்பதை விஞ்ஞானிகள் கண்டுபிடித்துள்ளனர்,"பீகார் சுகாதரத் துறையின் கூற்றுப்படி, பாகற்காய் சாறால் நாவல் கொரோனா வைரஸை குணப்படுத்த முடியும்"
"சனாதன தர்மம் என்னவென்று அறிய ஒரு உதாரணமாக இந்த காணொளித் துணுக்கைப் பாருங்கள். ஒழுங்கு என்றால் என்ன? நீங்கள் பார்க்க விரும்புவது என்ன? ஜகன்னாத் ரத யாத்திரையின் இந்த காணொளித் துணுக்கைப் பாருங்கள். லட்சக் கணக்கான மக்கள் சேர்ந்து, ஒற்றைத் தாள லயத்துடன், நடக்கிறார்கள்! யாரும் எது வேண்டுமானாலும் சொல்லலாம், ஆனால் உண்மை எங்காவது இருந்தால், சகிப்புத் தன்மை எங்காவது இருந்தால், ஒழுங்கு எங்காவது இருந்தால், உறுதி எங்காவது இருந்தால், பக்தி எங்காவது இருந்தால், சக்தி எங்காவது இருந்தால், ஆற்றல் எங்காவது இருந்தால், அது சனாதனிகளிடம் மட்டும்தான் உள்ளது. ஆஹா! மந்திரங்களின் இந்தப் புனிதமான சப்தம், இந்த அரிய காட்சி. எவ்வாறு மயங்காமல் மயக்கத்தில் இருக்க முடியும்.. ஜயது சத்யா சனாதன் சன்ஸ்கிருதி.",ஜகன்னாத் ரத யாத்திரையின் காணொளி
"யாராவது நீரில் மூழ்கி இறந்து போய், அவரது உடல் 3-4 மணி நேரங்களுக்குள் கண்டுபிடிக்கப்பட்டால் நான் அவரை உயிர் பிழைக்க வைக்க முடியும். அத்தகைய விபத்தை யாராவது பார்த்தாலோ, கேட்டாலோ எங்களிடம் உடனடியாகச் சொல்லுங்கள். யாருடைய உயிராவது காப்பாற்றப் படட்டும். எங்கள் கைபேசி எண் பிரஷாந்த் திரிபாதி +919454311111 +919335673001","யாராவது நீரில் மூழ்கி அதனால் இறந்து போய், அவரது உடல் 3-4 மணி நேரங்களுக்குள் கண்டுபிடிக்கப்பட்டால், இறந்து போனவரின் ஆடைகளைக் களைந்து அவர் உடலை 1.5 குவிண்டால் உப்பைக் கொண்டு மூடுங்கள். உப்பு அந்த உடலில் இருந்து தண்ணீரை வடித்து விடும். அந்த மனிதருக்கு நினைவு திரும்பியதும், அவரை ஒரு மருத்துவரிடம் அழைத்துச் செல்லுங்கள்."
"2021 பொதுத் தேர்வில் தேர்ச்சி பெற 33 சதவீதம் அல்ல, 23 சதவீதம் மட்டுமே தேவை. அரசாங்கத்திடமிருந்து பெரிய அறிவிப்பு","2021 பொதுத் தேர்வில் தேர்ச்சி பெற 33 சதவீதம் அல்ல, 23 சதவீதம் மட்டுமே தேவை. அரசாங்கத்திடமிருந்து பெரிய அறிவிப்பு"
பீகாரில் எதிர்ப்பு தீ பற்றி எரிகிறது… Go Back Modi தமிழர்கள் போட்ட விதை இன்று #GoBackModi. பீகார் மக்கள் தொடர்கிறார்கள். அருமை வாழ்த்துக்கள் தொடரட்டும் இந்தியா முழுவதும்,நாம போட்ட விதை #GoBackModi. பீகார் மக்கள் தொடர்கிறார்கள். அருமை.
"உலக அதிசயங்களில் ஒன்றான தாஜ்மஹால் 99 ஆண்டுகளுக்கு தி பிளாசா என்ற நியூயார்க் ஹோட்டலுக்கு ஒத்திக்கு விடப்படும், சினிமா படப்பிடிப்பு, திருமணங்கள் நடத்தவும் அனுமதி","உலக அதிசயங்களில் ஒன்றான தாஜ்மஹால் 99 ஆண்டுகளுக்கு தி பிளாசா என்ற நியூயார்க் ஹோட்டலுக்கு ஒத்திக்கு விடப்படும், சினிமா படப்பிடிப்பு, திருமணங்கள் நடத்தவும் அனுமதி"
"ஹரியானா விவசாயிகள் மசோதாவுக்கு #எதிர்ப்புகள் வரத் தொடங்கியுள்ளன. பாஜக எம்எல்ஏ உதய் சிங் விவசாயிகளால் கடுமையாக தாக்கப்பட்டார்,",பாஜக எம்எல்ஏ உதய் சிங் ஹரியானாவில் விவசாயிகளால் தாக்கப்பட்டதாக ஒரு காணொலி வைரலாகி வருகிறது.
டெல்லி அரசு அதிரடி உத்தரவு. அனைத்து கட்டண சேனல்களுக்கும் விளம்பரம் இருக்கக்கூடாது. அப்படி இல்லை எனில் விளம்பரம் இருக்கும் சேனலில் கட்டணம் கேட்கக்கூடாது. விளம்பரங்களுக்கு கோடிக்கணக்கான ரூபாய் சம்பாதிக்கும் சேனல்களுக்கு கட்டணம் கிடையாது என்று கெஜ்ரிவால் அறிவித்துள்ளார். இதை நாமும் வரவேற்போம். இதை அனைத்து நண்பர்களுக்கும் ஷேர் பண்ணவும்…,டெல்லி அரசு அதிரடி உத்தரவு. அனைத்து கட்டண சேனல்களுக்கும் விளம்பரம் இருக்கக்கூடாது. அப்படி இல்லை எனில் விளம்பரம் இருக்கும் சேனலில் கட்டணம் கேட்கக்கூடாது. விளம்பரங்களுக்கு கோடிக்கணக்கான ரூபாய் சம்பாதிக்கும் சேனல்களுக்கு கட்டணம் கிடையாது என்று கெஜ்ரிவால் அறிவித்துள்ளார். இதை நாமும் வரவேற்போம். இதை அனைத்து நண்பர்களுக்கும் ஷேர் பண்ணவும்
பஞ்சாப் விவசாயிகளுக்கும் காஷ்மீர் 370 & 35A சட்டத்திற்க்கும் என்னடா சம்பந்தம்?? ….,பஞ்சாப் விவசாயிகளுக்கும் காஷ்மீர் 370 & 35A சட்டத்திற்க்கும் என்னடா சம்பந்தம்
பாஜக கட்சி ஆட்சிக்கு வந்தால் வேளாண் சட்டங்களை ரத்து செய்வோம் என்று தமிழகத்தின் மாநில பாஜக தலைவர் எல் முருகன் கூறியதாக புதியதலைமுறையின் பெயரில் பகிரப்படும் ஒரு புகைப்படம் கூறுகிறது,பாஜக கட்சி ஆட்சிக்கு வந்தால் வேளாண் சட்டங்களை ரத்து செய்வோம் என்று தமிழகத்தின் மாநில பாஜக தலைவர் எல் முருகன் கூறியதாக புதியதலைமுறையின் பெயரில் பகிரப்படும் ஒரு புகைப்படம் கூறுகிறது
